path,classification,reason,canonical_replacement,recovery_branch,recovery_tag,recovery_commit,kind
research/case_a_read_anchored_dual_release/evidence/four_queue_oracle/shaper_sweep_20260729T140201Z/PPS_0_0_confirm_1.json,EARLIER_RESEARCH,"Earlier research line (queue studies, feasibility, prototypes) superseded by the final timing evidence",none,cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
research/case_a_read_anchored_dual_release/evidence/four_queue_oracle/shaper_sweep_20260729T140201Z/PPS_0_0_confirm_1.log,EARLIER_RESEARCH,"Earlier research line (queue studies, feasibility, prototypes) superseded by the final timing evidence",none,cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
research/case_a_read_anchored_dual_release/evidence/four_queue_oracle/shaper_sweep_20260729T140201Z/PPS_0_0_confirm_2.json,EARLIER_RESEARCH,"Earlier research line (queue studies, feasibility, prototypes) superseded by the final timing evidence",none,cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
research/case_a_read_anchored_dual_release/evidence/four_queue_oracle/shaper_sweep_20260729T140201Z/PPS_0_0_confirm_2.log,EARLIER_RESEARCH,"Earlier research line (queue studies, feasibility, prototypes) superseded by the final timing evidence",none,cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
research/case_a_read_anchored_dual_release/evidence/four_queue_oracle/shaper_sweep_20260729T140201Z/PPS_0_0_confirm_3.json,EARLIER_RESEARCH,"Earlier research line (queue studies, feasibility, prototypes) superseded by the final timing evidence",none,cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
research/case_a_read_anchored_dual_release/evidence/four_queue_oracle/shaper_sweep_20260729T140201Z/PPS_0_0_confirm_3.log,EARLIER_RESEARCH,"Earlier research line (queue studies, feasibility, prototypes) superseded by the final timing evidence",none,cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
research/case_a_read_anchored_dual_release/evidence/four_queue_oracle/shaper_sweep_20260729T140201Z/PPS_0_0_confirm_4.json,EARLIER_RESEARCH,"Earlier research line (queue studies, feasibility, prototypes) superseded by the final timing evidence",none,cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
research/case_a_read_anchored_dual_release/evidence/four_queue_oracle/shaper_sweep_20260729T140201Z/PPS_0_0_confirm_4.log,EARLIER_RESEARCH,"Earlier research line (queue studies, feasibility, prototypes) superseded by the final timing evidence",none,cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
research/case_a_read_anchored_dual_release/evidence/four_queue_oracle/shaper_sweep_20260729T140201Z/PPS_0_0_confirm_5.json,EARLIER_RESEARCH,"Earlier research line (queue studies, feasibility, prototypes) superseded by the final timing evidence",none,cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
research/case_a_read_anchored_dual_release/evidence/four_queue_oracle/shaper_sweep_20260729T140201Z/PPS_0_0_confirm_5.log,EARLIER_RESEARCH,"Earlier research line (queue studies, feasibility, prototypes) superseded by the final timing evidence",none,cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
research/case_a_read_anchored_dual_release/evidence/four_queue_oracle/shaper_sweep_20260729T140201Z/PPS_0_0_screen.json,EARLIER_RESEARCH,"Earlier research line (queue studies, feasibility, prototypes) superseded by the final timing evidence",none,cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
research/case_a_read_anchored_dual_release/evidence/four_queue_oracle/shaper_sweep_20260729T140201Z/PPS_0_0_screen.log,EARLIER_RESEARCH,"Earlier research line (queue studies, feasibility, prototypes) superseded by the final timing evidence",none,cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
research/case_a_read_anchored_dual_release/evidence/four_queue_oracle/shaper_sweep_20260729T140201Z/PPS_1_0_screen.json,EARLIER_RESEARCH,"Earlier research line (queue studies, feasibility, prototypes) superseded by the final timing evidence",none,cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
research/case_a_read_anchored_dual_release/evidence/four_queue_oracle/shaper_sweep_20260729T140201Z/PPS_1_0_screen.log,EARLIER_RESEARCH,"Earlier research line (queue studies, feasibility, prototypes) superseded by the final timing evidence",none,cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
research/case_a_read_anchored_dual_release/evidence/four_queue_oracle/shaper_sweep_20260729T140201Z/PPS_1_1_confirm_1.json,EARLIER_RESEARCH,"Earlier research line (queue studies, feasibility, prototypes) superseded by the final timing evidence",none,cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
research/case_a_read_anchored_dual_release/evidence/four_queue_oracle/shaper_sweep_20260729T140201Z/PPS_1_1_confirm_1.log,EARLIER_RESEARCH,"Earlier research line (queue studies, feasibility, prototypes) superseded by the final timing evidence",none,cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
research/case_a_read_anchored_dual_release/evidence/four_queue_oracle/shaper_sweep_20260729T140201Z/PPS_1_1_confirm_2.json,EARLIER_RESEARCH,"Earlier research line (queue studies, feasibility, prototypes) superseded by the final timing evidence",none,cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
research/case_a_read_anchored_dual_release/evidence/four_queue_oracle/shaper_sweep_20260729T140201Z/PPS_1_1_confirm_2.log,EARLIER_RESEARCH,"Earlier research line (queue studies, feasibility, prototypes) superseded by the final timing evidence",none,cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
research/case_a_read_anchored_dual_release/evidence/four_queue_oracle/shaper_sweep_20260729T140201Z/PPS_1_1_confirm_3.json,EARLIER_RESEARCH,"Earlier research line (queue studies, feasibility, prototypes) superseded by the final timing evidence",none,cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
research/case_a_read_anchored_dual_release/evidence/four_queue_oracle/shaper_sweep_20260729T140201Z/PPS_1_1_confirm_3.log,EARLIER_RESEARCH,"Earlier research line (queue studies, feasibility, prototypes) superseded by the final timing evidence",none,cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
research/case_a_read_anchored_dual_release/evidence/four_queue_oracle/shaper_sweep_20260729T140201Z/PPS_1_1_confirm_4.json,EARLIER_RESEARCH,"Earlier research line (queue studies, feasibility, prototypes) superseded by the final timing evidence",none,cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
research/case_a_read_anchored_dual_release/evidence/four_queue_oracle/shaper_sweep_20260729T140201Z/PPS_1_1_confirm_4.log,EARLIER_RESEARCH,"Earlier research line (queue studies, feasibility, prototypes) superseded by the final timing evidence",none,cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
research/case_a_read_anchored_dual_release/evidence/four_queue_oracle/shaper_sweep_20260729T140201Z/PPS_1_1_confirm_5.json,EARLIER_RESEARCH,"Earlier research line (queue studies, feasibility, prototypes) superseded by the final timing evidence",none,cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
research/case_a_read_anchored_dual_release/evidence/four_queue_oracle/shaper_sweep_20260729T140201Z/PPS_1_1_confirm_5.log,EARLIER_RESEARCH,"Earlier research line (queue studies, feasibility, prototypes) superseded by the final timing evidence",none,cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
research/case_a_read_anchored_dual_release/evidence/four_queue_oracle/shaper_sweep_20260729T140201Z/PPS_1_1_screen.json,EARLIER_RESEARCH,"Earlier research line (queue studies, feasibility, prototypes) superseded by the final timing evidence",none,cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
research/case_a_read_anchored_dual_release/evidence/four_queue_oracle/shaper_sweep_20260729T140201Z/PPS_1_1_screen.log,EARLIER_RESEARCH,"Earlier research line (queue studies, feasibility, prototypes) superseded by the final timing evidence",none,cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
research/case_a_read_anchored_dual_release/evidence/four_queue_oracle/shaper_sweep_20260729T140201Z/config.txt,EARLIER_RESEARCH,"Earlier research line (queue studies, feasibility, prototypes) superseded by the final timing evidence",none,cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
research/case_a_read_anchored_dual_release/evidence/four_queue_oracle/shaper_sweep_20260729T140201Z/preflight_clean.txt,EARLIER_RESEARCH,"Earlier research line (queue studies, feasibility, prototypes) superseded by the final timing evidence",none,cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
research/case_a_read_anchored_dual_release/evidence/four_queue_oracle/shaper_sweep_20260729T140201Z/summary.txt,EARLIER_RESEARCH,"Earlier research line (queue studies, feasibility, prototypes) superseded by the final timing evidence",none,cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
research/case_a_read_anchored_dual_release/evidence/four_queue_oracle/switch_state_snapshot_20260729T003457Z.json,EARLIER_RESEARCH,"Earlier research line (queue studies, feasibility, prototypes) superseded by the final timing evidence",none,cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
research/case_a_read_anchored_dual_release/evidence/four_queue_oracle/switch_state_snapshot_20260729T005357Z.json,EARLIER_RESEARCH,"Earlier research line (queue studies, feasibility, prototypes) superseded by the final timing evidence",none,cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
research/case_a_read_anchored_dual_release/evidence/four_queue_oracle/switch_state_snapshot_20260729T013714Z.json,EARLIER_RESEARCH,"Earlier research line (queue studies, feasibility, prototypes) superseded by the final timing evidence",none,cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
research/case_a_read_anchored_dual_release/evidence/four_queue_oracle/switch_state_snapshot_20260729T140201Z.json,EARLIER_RESEARCH,"Earlier research line (queue studies, feasibility, prototypes) superseded by the final timing evidence",none,cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
research/case_a_read_anchored_dual_release/evidence/four_queue_oracle/switch_state_snapshot_20260729T150237Z.json,EARLIER_RESEARCH,"Earlier research line (queue studies, feasibility, prototypes) superseded by the final timing evidence",none,cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
research/case_a_read_anchored_dual_release/evidence/four_queue_oracle/switch_state_snapshot_20260729T153724Z.json,EARLIER_RESEARCH,"Earlier research line (queue studies, feasibility, prototypes) superseded by the final timing evidence",none,cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
research/case_a_read_anchored_dual_release/evidence/four_queue_oracle/switch_state_snapshot_20260729T184510Z.json,EARLIER_RESEARCH,"Earlier research line (queue studies, feasibility, prototypes) superseded by the final timing evidence",none,cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
research/case_a_read_anchored_dual_release/evidence/four_queue_oracle/switch_state_snapshot_20260729T214519Z.json,EARLIER_RESEARCH,"Earlier research line (queue studies, feasibility, prototypes) superseded by the final timing evidence",none,cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
research/case_a_read_anchored_dual_release/evidence/four_queue_oracle/switch_state_snapshot_20260729T215701Z.json,EARLIER_RESEARCH,"Earlier research line (queue studies, feasibility, prototypes) superseded by the final timing evidence",none,cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
research/case_a_read_anchored_dual_release/evidence/four_queue_oracle/switch_state_snapshot_20260729T231914Z.json,EARLIER_RESEARCH,"Earlier research line (queue studies, feasibility, prototypes) superseded by the final timing evidence",none,cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
research/case_a_read_anchored_dual_release/evidence/four_queue_oracle/switch_state_snapshot_20260729T233756Z.json,EARLIER_RESEARCH,"Earlier research line (queue studies, feasibility, prototypes) superseded by the final timing evidence",none,cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
research/case_a_read_anchored_dual_release/evidence/four_queue_oracle/switch_state_snapshot_20260731T021500Z.json,EARLIER_RESEARCH,"Earlier research line (queue studies, feasibility, prototypes) superseded by the final timing evidence",none,cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
research/case_a_read_anchored_dual_release/evidence/four_queue_oracle/tmux_fqo_pilot5_20260729T013714Z.log,EARLIER_RESEARCH,"Earlier research line (queue studies, feasibility, prototypes) superseded by the final timing evidence",none,cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
research/case_a_read_anchored_dual_release/evidence/four_queue_oracle/tmux_fqo_pilot5_20260729T150237Z.log,EARLIER_RESEARCH,"Earlier research line (queue studies, feasibility, prototypes) superseded by the final timing evidence",none,cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
research/case_a_read_anchored_dual_release/evidence/four_queue_oracle/tmux_fqo_pilot_20260729T005357Z.log,EARLIER_RESEARCH,"Earlier research line (queue studies, feasibility, prototypes) superseded by the final timing evidence",none,cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
research/case_a_read_anchored_dual_release/evidence/four_queue_oracle/tmux_fqo_restore_only_20260729T003457Z.log,EARLIER_RESEARCH,"Earlier research line (queue studies, feasibility, prototypes) superseded by the final timing evidence",none,cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
research/case_a_read_anchored_dual_release/evidence/four_queue_oracle/tmux_fqo_restore_only_20260729T153724Z.log,EARLIER_RESEARCH,"Earlier research line (queue studies, feasibility, prototypes) superseded by the final timing evidence",none,cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
research/case_a_read_anchored_dual_release/evidence/four_queue_oracle/tmux_fqo_restore_only_20260729T184510Z.log,EARLIER_RESEARCH,"Earlier research line (queue studies, feasibility, prototypes) superseded by the final timing evidence",none,cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
research/case_a_read_anchored_dual_release/evidence/four_queue_oracle/tmux_fqo_restore_only_20260729T214519Z.log,EARLIER_RESEARCH,"Earlier research line (queue studies, feasibility, prototypes) superseded by the final timing evidence",none,cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
research/case_a_read_anchored_dual_release/evidence/four_queue_oracle/tmux_fqo_restore_only_20260729T215701Z.log,EARLIER_RESEARCH,"Earlier research line (queue studies, feasibility, prototypes) superseded by the final timing evidence",none,cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
research/case_a_read_anchored_dual_release/evidence/four_queue_oracle/tmux_fqo_shaper_sweep_20260729T140201Z.log,EARLIER_RESEARCH,"Earlier research line (queue studies, feasibility, prototypes) superseded by the final timing evidence",none,cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
research/case_a_read_anchored_dual_release/evidence/phase0/baseline_compile_PASS.md,COMPILER_PROBE,Compile/feasibility probe; no final result depends on it,none,cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
research/case_a_read_anchored_dual_release/evidence/phase0/baseline_mau.resources.log,EARLIER_RESEARCH,"Earlier research line (queue studies, feasibility, prototypes) superseded by the final timing evidence",none,cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
research/case_a_read_anchored_dual_release/evidence/phase0/baseline_table_summary.log,EARLIER_RESEARCH,"Earlier research line (queue studies, feasibility, prototypes) superseded by the final timing evidence",none,cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
research/case_a_read_anchored_dual_release/evidence/phase0/budget_horizon_review.md,EARLIER_RESEARCH,"Earlier research line (queue studies, feasibility, prototypes) superseded by the final timing evidence",none,cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
research/case_a_read_anchored_dual_release/evidence/phase0/pktgen_batch_limits.md,EARLIER_RESEARCH,"Earlier research line (queue studies, feasibility, prototypes) superseded by the final timing evidence",none,cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
research/case_a_read_anchored_dual_release/evidence/phase0/skeleton_compile_iterations.md,COMPILER_PROBE,Compile/feasibility probe; no final result depends on it,none,cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
research/case_a_read_anchored_dual_release/evidence/phase0/stripped_compile_iterations.md,COMPILER_PROBE,Compile/feasibility probe; no final result depends on it,none,cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
research/case_a_read_anchored_dual_release/evidence/read_anchored/.gitkeep,EARLIER_RESEARCH,"Earlier research line (queue studies, feasibility, prototypes) superseded by the final timing evidence",none,cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
research/case_a_read_anchored_dual_release/evidence/read_anchored/SILICON_CONFIG_GATE.md,EARLIER_RESEARCH,"Earlier research line (queue studies, feasibility, prototypes) superseded by the final timing evidence",none,cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
research/case_a_read_anchored_dual_release/evidence/read_anchored/verify_after_config.txt,EARLIER_RESEARCH,"Earlier research line (queue studies, feasibility, prototypes) superseded by the final timing evidence",none,cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
research/case_a_read_anchored_dual_release/p4/.gitkeep,EARLIER_RESEARCH,"Earlier research line (queue studies, feasibility, prototypes) superseded by the final timing evidence",none,cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
research/case_a_read_anchored_dual_release/p4/build_dequeue_oracle_9.13.1_compile.log,COMPILER_PROBE,Compile/feasibility probe; no final result depends on it,none,cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
research/case_a_read_anchored_dual_release/p4/build_dual_min_9.13.1_compile.log,COMPILER_PROBE,Compile/feasibility probe; no final result depends on it,none,cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
research/case_a_read_anchored_dual_release/p4/build_oracle_9.13.1_compile.log,COMPILER_PROBE,Compile/feasibility probe; no final result depends on it,none,cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
research/case_a_read_anchored_dual_release/p4/build_skeleton_9.13.1_compile.log,COMPILER_PROBE,Compile/feasibility probe; no final result depends on it,none,cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
research/case_a_read_anchored_dual_release/p4/build_stripped_9.13.1_compile.log,COMPILER_PROBE,Compile/feasibility probe; no final result depends on it,none,cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
research/case_a_read_anchored_dual_release/p4/case_a_dual_min.p4,EARLIER_RESEARCH,"Earlier research line (queue studies, feasibility, prototypes) superseded by the final timing evidence",none,cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
research/case_a_read_anchored_dual_release/p4/case_a_dual_release_skeleton.p4,EARLIER_RESEARCH,"Earlier research line (queue studies, feasibility, prototypes) superseded by the final timing evidence",none,cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
research/case_a_read_anchored_dual_release/p4/case_a_stripped_baseline.p4,EARLIER_RESEARCH,"Earlier research line (queue studies, feasibility, prototypes) superseded by the final timing evidence",none,cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
research/case_a_read_anchored_dual_release/p4/four_queue_dequeue_oracle.p4,EARLIER_RESEARCH,"Earlier research line (queue studies, feasibility, prototypes) superseded by the final timing evidence",none,cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
research/case_a_read_anchored_dual_release/p4/four_queue_oracle.p4,EARLIER_RESEARCH,"Earlier research line (queue studies, feasibility, prototypes) superseded by the final timing evidence",none,cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
research/case_a_read_anchored_dual_release/reports/.gitkeep,EARLIER_RESEARCH,"Earlier research line (queue studies, feasibility, prototypes) superseded by the final timing evidence",none,cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
research/case_a_read_anchored_dual_release/reports/FOUR_QUEUE_DEQUEUE_ORACLE_REPORT.md,EARLIER_RESEARCH,"Earlier research line (queue studies, feasibility, prototypes) superseded by the final timing evidence",none,cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
research/case_a_read_anchored_dual_release/reports/FOUR_QUEUE_DEQUEUE_ORACLE_RESULT.md,EARLIER_RESEARCH,"Earlier research line (queue studies, feasibility, prototypes) superseded by the final timing evidence",none,cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
research/case_a_read_anchored_dual_release/reports/FOUR_QUEUE_ORACLE_CLOSED.md,EARLIER_RESEARCH,"Earlier research line (queue studies, feasibility, prototypes) superseded by the final timing evidence",none,cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
research/case_a_read_anchored_dual_release/reports/FOUR_QUEUE_ORACLE_REPORT.md,EARLIER_RESEARCH,"Earlier research line (queue studies, feasibility, prototypes) superseded by the final timing evidence",none,cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
research/case_a_read_anchored_dual_release/run/.gitignore,EARLIER_RESEARCH,"Earlier research line (queue studies, feasibility, prototypes) superseded by the final timing evidence",none,cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
research/case_a_read_anchored_dual_release/run/.gitkeep,EARLIER_RESEARCH,"Earlier research line (queue studies, feasibility, prototypes) superseded by the final timing evidence",none,cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
research/case_a_read_anchored_dual_release/run/Makefile,EARLIER_RESEARCH,"Earlier research line (queue studies, feasibility, prototypes) superseded by the final timing evidence",none,cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
research/case_a_read_anchored_dual_release/run/four_queue_oracle.py,EARLIER_RESEARCH,"Earlier research line (queue studies, feasibility, prototypes) superseded by the final timing evidence",none,cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
research/case_a_read_anchored_dual_release/run/oracle_inject.c,EARLIER_RESEARCH,"Earlier research line (queue studies, feasibility, prototypes) superseded by the final timing evidence",none,cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
research/case_a_read_anchored_dual_release/run/run_case_a_dual_min.sh,EARLIER_RESEARCH,"Earlier research line (queue studies, feasibility, prototypes) superseded by the final timing evidence",none,cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
research/case_a_read_anchored_dual_release/run/run_four_queue_oracle.sh,EARLIER_RESEARCH,"Earlier research line (queue studies, feasibility, prototypes) superseded by the final timing evidence",none,cleanup/timing-read-sbo-20260824,archive/pre-final-timing-prune-20260824,2ea2dafe4517b5893fac5e06fc5db2ae63ba13b8,historical
