candidate_id,tier,read_encoding,sbo_encoding,real_objects,decoy_objects,native_size_bytes,u_userdata,crc_boundary_offsets,balanced_split,point_config_burden,parser_visible_differences,physical_risk,opendnp3_result,sel751_compat,reason
C98,2,"READ G30V3 x12 pts, qualifier indexed count 1-byte + 1-byte prefix","SBO G12V1 x5 CROB, qualifier indexed count 1-byte + 1-byte prefix",1 real CROB (even index) + SBO echo,"4 decoy CROB(s) (odd index, must be physically disconnected)",89,69,10 28 46 64 82 89,46+43,SBO: 5 G12V1 points (1 real + 4 decoy); READ: 12 configured analog points (G30V3) emitted with indexed qualifier (atypical for a static read),group/var differ (G12 CROB vs G30V3); CROB carries control-code/timing fields; both responses use func 0x81 + IIN; sizes + CRC-block geometry identical,READ: none (read-only). SBO: decoy CROBs MUST be proven physically disconnected/unmapped before any hardware test (mandatory prereq; no relay writes this run).,TBD (offline; validate on OpenDNP3 loopback),TBD (needs relay point-map: 12 analog pts + 5 output pts configured),REJECTED: residue-engineered -- requires a non-minimal qualifier the relay would not naturally emit; keep as a size-math fallback only.
C99,2,"READ G20V1 x12 pts, qualifier limited-qty count 1-byte","SBO G12V1 x5 CROB, qualifier indexed count 1-byte + 1-byte prefix",1 real CROB (even index) + SBO echo,"4 decoy CROB(s) (odd index, must be physically disconnected)",89,69,10 28 46 64 82 89,46+43,SBO: 5 G12V1 points (1 real + 4 decoy); READ: 12 configured counter points (G20V1) emitted with limited-qty count qualifier (atypical in a response),group/var differ (G12 CROB vs G20V1); CROB carries control-code/timing fields; both responses use func 0x81 + IIN; sizes + CRC-block geometry identical,READ: none (read-only). SBO: decoy CROBs MUST be proven physically disconnected/unmapped before any hardware test (mandatory prereq; no relay writes this run).,TBD (offline; validate on OpenDNP3 loopback),TBD (needs relay point-map: 12 counter pts + 5 output pts configured),REJECTED: residue-engineered -- requires a non-minimal qualifier the relay would not naturally emit; keep as a size-math fallback only.
C100,2,"READ G20V5 x12 pts, qualifier indexed count 1-byte + 1-byte prefix","SBO G12V1 x5 CROB, qualifier indexed count 1-byte + 1-byte prefix",1 real CROB (even index) + SBO echo,"4 decoy CROB(s) (odd index, must be physically disconnected)",89,69,10 28 46 64 82 89,46+43,SBO: 5 G12V1 points (1 real + 4 decoy); READ: 12 configured counter points (G20V5) emitted with indexed qualifier (atypical for a static read),group/var differ (G12 CROB vs G20V5); CROB carries control-code/timing fields; both responses use func 0x81 + IIN; sizes + CRC-block geometry identical,READ: none (read-only). SBO: decoy CROBs MUST be proven physically disconnected/unmapped before any hardware test (mandatory prereq; no relay writes this run).,TBD (offline; validate on OpenDNP3 loopback),TBD (needs relay point-map: 12 counter pts + 5 output pts configured),REJECTED: residue-engineered -- requires a non-minimal qualifier the relay would not naturally emit; keep as a size-math fallback only.
C101,2,"READ G30V2 x15 pts, qualifier indexed count 1-byte + 1-byte prefix","SBO G12V1 x5 CROB, qualifier indexed count 1-byte + 1-byte prefix",1 real CROB (even index) + SBO echo,"4 decoy CROB(s) (odd index, must be physically disconnected)",89,69,10 28 46 64 82 89,46+43,SBO: 5 G12V1 points (1 real + 4 decoy); READ: 15 configured analog points (G30V2) emitted with indexed qualifier (atypical for a static read),group/var differ (G12 CROB vs G30V2); CROB carries control-code/timing fields; both responses use func 0x81 + IIN; sizes + CRC-block geometry identical,READ: none (read-only). SBO: decoy CROBs MUST be proven physically disconnected/unmapped before any hardware test (mandatory prereq; no relay writes this run).,TBD (offline; validate on OpenDNP3 loopback),TBD (needs relay point-map: 15 analog pts + 5 output pts configured),REJECTED: residue-engineered -- requires a non-minimal qualifier the relay would not naturally emit; keep as a size-math fallback only.
C102,2,"READ G30V3 x15 pts, qualifier limited-qty count 1-byte","SBO G12V1 x5 CROB, qualifier indexed count 1-byte + 1-byte prefix",1 real CROB (even index) + SBO echo,"4 decoy CROB(s) (odd index, must be physically disconnected)",89,69,10 28 46 64 82 89,46+43,SBO: 5 G12V1 points (1 real + 4 decoy); READ: 15 configured analog points (G30V3) emitted with limited-qty count qualifier (atypical in a response),group/var differ (G12 CROB vs G30V3); CROB carries control-code/timing fields; both responses use func 0x81 + IIN; sizes + CRC-block geometry identical,READ: none (read-only). SBO: decoy CROBs MUST be proven physically disconnected/unmapped before any hardware test (mandatory prereq; no relay writes this run).,TBD (offline; validate on OpenDNP3 loopback),TBD (needs relay point-map: 15 analog pts + 5 output pts configured),REJECTED: residue-engineered -- requires a non-minimal qualifier the relay would not naturally emit; keep as a size-math fallback only.
C103,2,"READ G20V2 x15 pts, qualifier indexed count 1-byte + 1-byte prefix","SBO G12V1 x5 CROB, qualifier indexed count 1-byte + 1-byte prefix",1 real CROB (even index) + SBO echo,"4 decoy CROB(s) (odd index, must be physically disconnected)",89,69,10 28 46 64 82 89,46+43,SBO: 5 G12V1 points (1 real + 4 decoy); READ: 15 configured counter points (G20V2) emitted with indexed qualifier (atypical for a static read),group/var differ (G12 CROB vs G20V2); CROB carries control-code/timing fields; both responses use func 0x81 + IIN; sizes + CRC-block geometry identical,READ: none (read-only). SBO: decoy CROBs MUST be proven physically disconnected/unmapped before any hardware test (mandatory prereq; no relay writes this run).,TBD (offline; validate on OpenDNP3 loopback),TBD (needs relay point-map: 15 counter pts + 5 output pts configured),REJECTED: residue-engineered -- requires a non-minimal qualifier the relay would not naturally emit; keep as a size-math fallback only.
C104,2,"READ G20V5 x15 pts, qualifier limited-qty count 1-byte","SBO G12V1 x5 CROB, qualifier indexed count 1-byte + 1-byte prefix",1 real CROB (even index) + SBO echo,"4 decoy CROB(s) (odd index, must be physically disconnected)",89,69,10 28 46 64 82 89,46+43,SBO: 5 G12V1 points (1 real + 4 decoy); READ: 15 configured counter points (G20V5) emitted with limited-qty count qualifier (atypical in a response),group/var differ (G12 CROB vs G20V5); CROB carries control-code/timing fields; both responses use func 0x81 + IIN; sizes + CRC-block geometry identical,READ: none (read-only). SBO: decoy CROBs MUST be proven physically disconnected/unmapped before any hardware test (mandatory prereq; no relay writes this run).,TBD (offline; validate on OpenDNP3 loopback),TBD (needs relay point-map: 15 counter pts + 5 output pts configured),REJECTED: residue-engineered -- requires a non-minimal qualifier the relay would not naturally emit; keep as a size-math fallback only.
C105,2,"READ G30V2 x19 pts, qualifier start-stop 2-byte","SBO G12V1 x5 CROB, qualifier indexed count 1-byte + 1-byte prefix",1 real CROB (even index) + SBO echo,"4 decoy CROB(s) (odd index, must be physically disconnected)",89,69,10 28 46 64 82 89,46+43,SBO: 5 G12V1 points (1 real + 4 decoy); READ: 19 configured analog points (G30V2) forced to indices >=256 (2-byte range),group/var differ (G12 CROB vs G30V2); CROB carries control-code/timing fields; both responses use func 0x81 + IIN; sizes + CRC-block geometry identical,READ: none (read-only). SBO: decoy CROBs MUST be proven physically disconnected/unmapped before any hardware test (mandatory prereq; no relay writes this run).,TBD (offline; validate on OpenDNP3 loopback),TBD (needs relay point-map: 19 analog pts + 5 output pts configured),REJECTED: residue-engineered -- requires a non-minimal qualifier the relay would not naturally emit; keep as a size-math fallback only.
C106,2,"READ G20V2 x19 pts, qualifier start-stop 2-byte","SBO G12V1 x5 CROB, qualifier indexed count 1-byte + 1-byte prefix",1 real CROB (even index) + SBO echo,"4 decoy CROB(s) (odd index, must be physically disconnected)",89,69,10 28 46 64 82 89,46+43,SBO: 5 G12V1 points (1 real + 4 decoy); READ: 19 configured counter points (G20V2) forced to indices >=256 (2-byte range),group/var differ (G12 CROB vs G20V2); CROB carries control-code/timing fields; both responses use func 0x81 + IIN; sizes + CRC-block geometry identical,READ: none (read-only). SBO: decoy CROBs MUST be proven physically disconnected/unmapped before any hardware test (mandatory prereq; no relay writes this run).,TBD (offline; validate on OpenDNP3 loopback),TBD (needs relay point-map: 19 counter pts + 5 output pts configured),REJECTED: residue-engineered -- requires a non-minimal qualifier the relay would not naturally emit; keep as a size-math fallback only.
C107,2,"READ G30V2 x20 pts, qualifier limited-qty count 1-byte","SBO G12V1 x5 CROB, qualifier indexed count 1-byte + 1-byte prefix",1 real CROB (even index) + SBO echo,"4 decoy CROB(s) (odd index, must be physically disconnected)",89,69,10 28 46 64 82 89,46+43,SBO: 5 G12V1 points (1 real + 4 decoy); READ: 20 configured analog points (G30V2) emitted with limited-qty count qualifier (atypical in a response),group/var differ (G12 CROB vs G30V2); CROB carries control-code/timing fields; both responses use func 0x81 + IIN; sizes + CRC-block geometry identical,READ: none (read-only). SBO: decoy CROBs MUST be proven physically disconnected/unmapped before any hardware test (mandatory prereq; no relay writes this run).,TBD (offline; validate on OpenDNP3 loopback),TBD (needs relay point-map: 20 analog pts + 5 output pts configured),REJECTED: residue-engineered -- requires a non-minimal qualifier the relay would not naturally emit; keep as a size-math fallback only.
C108,2,"READ G30V4 x20 pts, qualifier indexed count 1-byte + 1-byte prefix","SBO G12V1 x5 CROB, qualifier indexed count 1-byte + 1-byte prefix",1 real CROB (even index) + SBO echo,"4 decoy CROB(s) (odd index, must be physically disconnected)",89,69,10 28 46 64 82 89,46+43,SBO: 5 G12V1 points (1 real + 4 decoy); READ: 20 configured analog points (G30V4) emitted with indexed qualifier (atypical for a static read),group/var differ (G12 CROB vs G30V4); CROB carries control-code/timing fields; both responses use func 0x81 + IIN; sizes + CRC-block geometry identical,READ: none (read-only). SBO: decoy CROBs MUST be proven physically disconnected/unmapped before any hardware test (mandatory prereq; no relay writes this run).,TBD (offline; validate on OpenDNP3 loopback),TBD (needs relay point-map: 20 analog pts + 5 output pts configured),REJECTED: residue-engineered -- requires a non-minimal qualifier the relay would not naturally emit; keep as a size-math fallback only.
C109,2,"READ G20V2 x20 pts, qualifier limited-qty count 1-byte","SBO G12V1 x5 CROB, qualifier indexed count 1-byte + 1-byte prefix",1 real CROB (even index) + SBO echo,"4 decoy CROB(s) (odd index, must be physically disconnected)",89,69,10 28 46 64 82 89,46+43,SBO: 5 G12V1 points (1 real + 4 decoy); READ: 20 configured counter points (G20V2) emitted with limited-qty count qualifier (atypical in a response),group/var differ (G12 CROB vs G20V2); CROB carries control-code/timing fields; both responses use func 0x81 + IIN; sizes + CRC-block geometry identical,READ: none (read-only). SBO: decoy CROBs MUST be proven physically disconnected/unmapped before any hardware test (mandatory prereq; no relay writes this run).,TBD (offline; validate on OpenDNP3 loopback),TBD (needs relay point-map: 20 counter pts + 5 output pts configured),REJECTED: residue-engineered -- requires a non-minimal qualifier the relay would not naturally emit; keep as a size-math fallback only.
C110,2,"READ G20V6 x20 pts, qualifier indexed count 1-byte + 1-byte prefix","SBO G12V1 x5 CROB, qualifier indexed count 1-byte + 1-byte prefix",1 real CROB (even index) + SBO echo,"4 decoy CROB(s) (odd index, must be physically disconnected)",89,69,10 28 46 64 82 89,46+43,SBO: 5 G12V1 points (1 real + 4 decoy); READ: 20 configured counter points (G20V6) emitted with indexed qualifier (atypical for a static read),group/var differ (G12 CROB vs G20V6); CROB carries control-code/timing fields; both responses use func 0x81 + IIN; sizes + CRC-block geometry identical,READ: none (read-only). SBO: decoy CROBs MUST be proven physically disconnected/unmapped before any hardware test (mandatory prereq; no relay writes this run).,TBD (offline; validate on OpenDNP3 loopback),TBD (needs relay point-map: 20 counter pts + 5 output pts configured),REJECTED: residue-engineered -- requires a non-minimal qualifier the relay would not naturally emit; keep as a size-math fallback only.
C111,2,"READ G1V2 x30 pts, qualifier indexed count 1-byte + 1-byte prefix","SBO G12V1 x5 CROB, qualifier indexed count 1-byte + 1-byte prefix",1 real CROB (even index) + SBO echo,"4 decoy CROB(s) (odd index, must be physically disconnected)",89,69,10 28 46 64 82 89,46+43,SBO: 5 G12V1 points (1 real + 4 decoy); READ: 30 configured status points (G1V2) emitted with indexed qualifier (atypical for a static read),group/var differ (G12 CROB vs G1V2); CROB carries control-code/timing fields; both responses use func 0x81 + IIN; sizes + CRC-block geometry identical,READ: none (read-only). SBO: decoy CROBs MUST be proven physically disconnected/unmapped before any hardware test (mandatory prereq; no relay writes this run).,TBD (offline; validate on OpenDNP3 loopback),TBD (needs relay point-map: 30 status pts + 5 output pts configured),REJECTED: residue-engineered -- requires a non-minimal qualifier the relay would not naturally emit; keep as a size-math fallback only.
C112,2,"READ G10V2 x30 pts, qualifier indexed count 1-byte + 1-byte prefix","SBO G12V1 x5 CROB, qualifier indexed count 1-byte + 1-byte prefix",1 real CROB (even index) + SBO echo,"4 decoy CROB(s) (odd index, must be physically disconnected)",89,69,10 28 46 64 82 89,46+43,SBO: 5 G12V1 points (1 real + 4 decoy); READ: 30 configured status points (G10V2) emitted with indexed qualifier (atypical for a static read),group/var differ (G12 CROB vs G10V2); CROB carries control-code/timing fields; both responses use func 0x81 + IIN; sizes + CRC-block geometry identical,READ: none (read-only). SBO: decoy CROBs MUST be proven physically disconnected/unmapped before any hardware test (mandatory prereq; no relay writes this run).,TBD (offline; validate on OpenDNP3 loopback),TBD (needs relay point-map: 30 status pts + 5 output pts configured),REJECTED: residue-engineered -- requires a non-minimal qualifier the relay would not naturally emit; keep as a size-math fallback only.
C113,2,"READ G30V4 x30 pts, qualifier limited-qty count 1-byte","SBO G12V1 x5 CROB, qualifier indexed count 1-byte + 1-byte prefix",1 real CROB (even index) + SBO echo,"4 decoy CROB(s) (odd index, must be physically disconnected)",89,69,10 28 46 64 82 89,46+43,SBO: 5 G12V1 points (1 real + 4 decoy); READ: 30 configured analog points (G30V4) emitted with limited-qty count qualifier (atypical in a response),group/var differ (G12 CROB vs G30V4); CROB carries control-code/timing fields; both responses use func 0x81 + IIN; sizes + CRC-block geometry identical,READ: none (read-only). SBO: decoy CROBs MUST be proven physically disconnected/unmapped before any hardware test (mandatory prereq; no relay writes this run).,TBD (offline; validate on OpenDNP3 loopback),TBD (needs relay point-map: 30 analog pts + 5 output pts configured),REJECTED: residue-engineered -- requires a non-minimal qualifier the relay would not naturally emit; keep as a size-math fallback only.
C114,2,"READ G20V6 x30 pts, qualifier limited-qty count 1-byte","SBO G12V1 x5 CROB, qualifier indexed count 1-byte + 1-byte prefix",1 real CROB (even index) + SBO echo,"4 decoy CROB(s) (odd index, must be physically disconnected)",89,69,10 28 46 64 82 89,46+43,SBO: 5 G12V1 points (1 real + 4 decoy); READ: 30 configured counter points (G20V6) emitted with limited-qty count qualifier (atypical in a response),group/var differ (G12 CROB vs G20V6); CROB carries control-code/timing fields; both responses use func 0x81 + IIN; sizes + CRC-block geometry identical,READ: none (read-only). SBO: decoy CROBs MUST be proven physically disconnected/unmapped before any hardware test (mandatory prereq; no relay writes this run).,TBD (offline; validate on OpenDNP3 loopback),TBD (needs relay point-map: 30 counter pts + 5 output pts configured),REJECTED: residue-engineered -- requires a non-minimal qualifier the relay would not naturally emit; keep as a size-math fallback only.
C115,2,"READ G1V2 x57 pts, qualifier start-stop 2-byte","SBO G12V1 x5 CROB, qualifier indexed count 1-byte + 1-byte prefix",1 real CROB (even index) + SBO echo,"4 decoy CROB(s) (odd index, must be physically disconnected)",89,69,10 28 46 64 82 89,46+43,SBO: 5 G12V1 points (1 real + 4 decoy); READ: 57 configured status points (G1V2) forced to indices >=256 (2-byte range),group/var differ (G12 CROB vs G1V2); CROB carries control-code/timing fields; both responses use func 0x81 + IIN; sizes + CRC-block geometry identical,READ: none (read-only). SBO: decoy CROBs MUST be proven physically disconnected/unmapped before any hardware test (mandatory prereq; no relay writes this run).,TBD (offline; validate on OpenDNP3 loopback),TBD (needs relay point-map: 57 status pts + 5 output pts configured),REJECTED: residue-engineered -- requires a non-minimal qualifier the relay would not naturally emit; keep as a size-math fallback only.
C116,2,"READ G10V2 x57 pts, qualifier start-stop 2-byte","SBO G12V1 x5 CROB, qualifier indexed count 1-byte + 1-byte prefix",1 real CROB (even index) + SBO echo,"4 decoy CROB(s) (odd index, must be physically disconnected)",89,69,10 28 46 64 82 89,46+43,SBO: 5 G12V1 points (1 real + 4 decoy); READ: 57 configured status points (G10V2) forced to indices >=256 (2-byte range),group/var differ (G12 CROB vs G10V2); CROB carries control-code/timing fields; both responses use func 0x81 + IIN; sizes + CRC-block geometry identical,READ: none (read-only). SBO: decoy CROBs MUST be proven physically disconnected/unmapped before any hardware test (mandatory prereq; no relay writes this run).,TBD (offline; validate on OpenDNP3 loopback),TBD (needs relay point-map: 57 status pts + 5 output pts configured),REJECTED: residue-engineered -- requires a non-minimal qualifier the relay would not naturally emit; keep as a size-math fallback only.
C117,2,"READ G1V2 x60 pts, qualifier limited-qty count 1-byte","SBO G12V1 x5 CROB, qualifier indexed count 1-byte + 1-byte prefix",1 real CROB (even index) + SBO echo,"4 decoy CROB(s) (odd index, must be physically disconnected)",89,69,10 28 46 64 82 89,46+43,SBO: 5 G12V1 points (1 real + 4 decoy); READ: 60 configured status points (G1V2) emitted with limited-qty count qualifier (atypical in a response),group/var differ (G12 CROB vs G1V2); CROB carries control-code/timing fields; both responses use func 0x81 + IIN; sizes + CRC-block geometry identical,READ: none (read-only). SBO: decoy CROBs MUST be proven physically disconnected/unmapped before any hardware test (mandatory prereq; no relay writes this run).,TBD (offline; validate on OpenDNP3 loopback),TBD (needs relay point-map: 60 status pts + 5 output pts configured),REJECTED: residue-engineered -- requires a non-minimal qualifier the relay would not naturally emit; keep as a size-math fallback only.
C118,2,"READ G10V2 x60 pts, qualifier limited-qty count 1-byte","SBO G12V1 x5 CROB, qualifier indexed count 1-byte + 1-byte prefix",1 real CROB (even index) + SBO echo,"4 decoy CROB(s) (odd index, must be physically disconnected)",89,69,10 28 46 64 82 89,46+43,SBO: 5 G12V1 points (1 real + 4 decoy); READ: 60 configured status points (G10V2) emitted with limited-qty count qualifier (atypical in a response),group/var differ (G12 CROB vs G10V2); CROB carries control-code/timing fields; both responses use func 0x81 + IIN; sizes + CRC-block geometry identical,READ: none (read-only). SBO: decoy CROBs MUST be proven physically disconnected/unmapped before any hardware test (mandatory prereq; no relay writes this run).,TBD (offline; validate on OpenDNP3 loopback),TBD (needs relay point-map: 60 status pts + 5 output pts configured),REJECTED: residue-engineered -- requires a non-minimal qualifier the relay would not naturally emit; keep as a size-math fallback only.
